,acd,cch,etf,etf-c,fru,fwe,htc,htc-c,htn,htn-c,ior,ldu,mru,ozd,pco,pma,swe,tre,wtu,ecs,pef,description
48 - Tshirt (250g) - C: ROC - ATR: 0% - 14€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3135,1697,"T-shirt / Polo : 0,250kg, matière : 82% Coton provenance  par défaut (Asie - Pacifique), 16% Polyester provenance  par défaut (Asie - Pacifique), 2% Lin provenance  par défaut (Europe), filature : Région - Europe de l'Est, Tricotage Rectiligne : Région - Océanie, ennoblissement : Région - Océanie, impression : non, confection : Région - Océanie, distribution : France, utilisation : France, fin de vie : France"
49 - Tshirt (160g) - C: RME - ATR: 0% - 24€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068,728,"T-shirt / Polo : 0,160kg, matière : 61% Polyester provenance  par défaut (Asie - Pacifique), 28% Lin provenance  par défaut (Europe), 11% Viscose provenance  par défaut (Asie - Pacifique), filature : Tunisie, Tricotage Circulaire : Région - Moyen-Orient, ennoblissement : Région - Moyen-Orient, impression : non, confection : Région - Moyen-Orient, distribution : France, utilisation : France, fin de vie : France"
50 - Tshirt (130g) - C: MA - ATR: 0% - 35€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639,528,"T-shirt / Polo : 0,130kg, matière : 81% Lin provenance  par défaut (Europe), 16% Chanvre provenance  par défaut (Asie - Pacifique), 3% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tissage : Maroc, ennoblissement : Maroc, impression : non, confection : Maroc, distribution : France, utilisation : France, fin de vie : France"
51 - Tshirt (220g) - C: REO - ATR: 33% - 23€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837,740,"T-shirt / Polo : 0,220kg, matière : 76% Lin provenance  par défaut (Europe), 2% Chanvre provenance  par défaut (Asie - Pacifique), 22% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique Latine, Tricotage Circulaire : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
52 - Tshirt (250g) - C: MA - ATR: 33% - 36€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2161,1280,"T-shirt / Polo : 0,250kg, matière : 67% Coton provenance  par défaut (Asie - Pacifique), 19% Polyester provenance  par défaut (Asie - Pacifique), 14% Viscose provenance  par défaut (Asie - Pacifique), filature : Myanmar, Tricotage Fully fashioned / Seamless : Maroc, ennoblissement : Maroc, impression : non, confection : Maroc (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
53 - Tshirt (130g) - C: REO - ATR: 33% - 37€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909,631,"T-shirt / Polo : 0,130kg, matière : 68% Coton provenance  par défaut (Asie - Pacifique), 4% Polyester provenance  par défaut (Asie - Pacifique), 28% Viscose provenance  par défaut (Asie - Pacifique), filature : Pakistan, Tricotage Fully fashioned / Seamless : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
54 - Tshirt (130g) - C: RLA - ATR: 33% - 13€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608,984,"T-shirt / Polo : 0,130kg, matière : 81% Coton provenance  par défaut (Asie - Pacifique), 2% Chanvre provenance  par défaut (Asie - Pacifique), 17% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tissage : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
55 - Tshirt (190g) - C: PK - ATR: 0% - 17€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778,1021,"T-shirt / Polo : 0,190kg, matière : 74% Coton provenance  par défaut (Asie - Pacifique), 9% Lin provenance  par défaut (Europe), 17% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique Latine, Tissage : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan, distribution : France, utilisation : France, fin de vie : France"
56 - Tshirt (280g) - C: KH - ATR: 0% - 23€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929,1451,"T-shirt / Polo : 0,280kg, matière : 66% Lin provenance  par défaut (Europe), 14% Chanvre provenance  par défaut (Asie - Pacifique), 20% Viscose provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tricotage Fully fashioned / Seamless : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge, distribution : France, utilisation : France, fin de vie : France"
57 - Tshirt (190g) - C: RNA - ATR: 100% - 15€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,1138,"T-shirt / Polo : 0,190kg, matière : 75% Coton provenance  par défaut (Asie - Pacifique), 12% Polyester provenance  par défaut (Asie - Pacifique), 13% Viscose provenance  par défaut (Asie - Pacifique), filature : Cambodge, Tricotage Intégral / Whole garment : Région - Amérique du nord, ennoblissement : Région - Amérique du nord, impression : non, confection : Région - Amérique du nord (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
58 - Tshirt (280g) - C: TR - ATR: 33% - 36€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303,918,"T-shirt / Polo : 0,280kg, matière : 68% Polyester provenance  par défaut (Asie - Pacifique), 22% Chanvre provenance  par défaut (Asie - Pacifique), 10% Viscose provenance  par défaut (Asie - Pacifique), filature : France, Tricotage Rectiligne : Turquie, ennoblissement : Turquie, impression : non, confection : Turquie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
59 - Tshirt (130g) - C: REE - ATR: 33% - 25€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,511,"T-shirt / Polo : 0,130kg, matière : 65% Lin provenance  par défaut (Europe), 12% Chanvre provenance  par défaut (Asie - Pacifique), 23% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Asie, Tricotage Rectiligne : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
60 - Tshirt (160g) - C: TR - ATR: 0% - 33€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675,535,"T-shirt / Polo : 0,160kg, matière : 90% Lin provenance  par défaut (Europe), 6% Chanvre provenance  par défaut (Asie - Pacifique), 4% Viscose provenance  par défaut (Asie - Pacifique), filature : France, Tricotage Rectiligne : Turquie, ennoblissement : Turquie, impression : non, confection : Turquie, distribution : France, utilisation : France, fin de vie : France"
61 - Tshirt (220g) - C: FR - ATR: 0% - 14€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912,785,"T-shirt / Polo : 0,220kg, matière : 70% Lin provenance  par défaut (Europe), 16% Chanvre provenance  par défaut (Asie - Pacifique), 14% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Ouest, Tricotage Intégral / Whole garment : France, ennoblissement : France, impression : non, confection : France, distribution : France, utilisation : France, fin de vie : France"
62 - Tshirt (100g) - C: IN - ATR: 33% - 28€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,406,"T-shirt / Polo : 0,100kg, matière : 55% Coton provenance  par défaut (Asie - Pacifique), 7% Polyester provenance  par défaut (Asie - Pacifique), 38% Viscose provenance  par défaut (Asie - Pacifique), filature : Cambodge, Tricotage Circulaire : Inde, ennoblissement : Inde, impression : non, confection : Inde (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
63 - Tshirt (220g) - C: IN - ATR: 33% - 21€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2397,1377,"T-shirt / Polo : 0,220kg, matière : 78% Coton provenance  par défaut (Asie - Pacifique), 22% Polyester provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tricotage Rectiligne : Inde, ennoblissement : Inde, impression : non, confection : Inde (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
64 - Tshirt (220g) - C: REO - ATR: 0% - 33€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198,838,"T-shirt / Polo : 0,220kg, matière : 52% Coton provenance  par défaut (Asie - Pacifique), 23% Polyester provenance  par défaut (Asie - Pacifique), 25% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Ouest, Tissage : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest, distribution : France, utilisation : France, fin de vie : France"
65 - Tshirt (220g) - C: ROC - ATR: 33% - 19€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961,1191,"T-shirt / Polo : 0,220kg, matière : 80% Coton provenance  par défaut (Asie - Pacifique), 19% Chanvre provenance  par défaut (Asie - Pacifique), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Maroc, Tricotage moyen (par défaut) : Région - Océanie, ennoblissement : Région - Océanie, impression : non, confection : Région - Océanie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
66 - Tshirt (100g) - C: REO - ATR: 100% - 16€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533,405,"T-shirt / Polo : 0,100kg, matière : 79% Polyester provenance  par défaut (Asie - Pacifique), 6% Lin provenance  par défaut (Europe), 15% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tricotage moyen (par défaut) : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
67 - Tshirt (160g) - C: RLA - ATR: 100% - 39€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823,607,"T-shirt / Polo : 0,160kg, matière : 52% Coton provenance  par défaut (Asie - Pacifique), 2% Polyester provenance  par défaut (Asie - Pacifique), 46% Lin provenance  par défaut (Europe), filature : Cambodge, Tricotage Intégral / Whole garment : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
68 - Tshirt (160g) - C: VN - ATR: 100% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780,596,"T-shirt / Polo : 0,160kg, matière : 93% Polyester provenance  par défaut (Asie - Pacifique), 5% Chanvre provenance  par défaut (Asie - Pacifique), 2% Viscose provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tricotage moyen (par défaut) : Vietnam, ennoblissement : Vietnam, impression : non, confection : Vietnam (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
69 - Tshirt (280g) - C: RAF - ATR: 33% - 22€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2527,1462,"T-shirt / Polo : 0,280kg, matière : 83% Coton provenance  par défaut (Asie - Pacifique), 5% Polyester provenance  par défaut (Asie - Pacifique), 12% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique du nord, Tricotage moyen (par défaut) : Région - Afrique, ennoblissement : Région - Afrique, impression : non, confection : Région - Afrique (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
70 - Tshirt (160g) - C: RNA - ATR: 33% - 37€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156,697,"T-shirt / Polo : 0,160kg, matière : 59% Coton provenance  par défaut (Asie - Pacifique), 37% Polyester provenance  par défaut (Asie - Pacifique), 4% Lin provenance  par défaut (Europe), filature : Maroc, Tricotage Intégral / Whole garment : Région - Amérique du nord, ennoblissement : Région - Amérique du nord, impression : non, confection : Région - Amérique du nord (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
71 - Tshirt (190g) - C: CN - ATR: 33% - 35€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934,742,"T-shirt / Polo : 0,190kg, matière : 63% Lin provenance  par défaut (Europe), 19% Chanvre provenance  par défaut (Asie - Pacifique), 18% Viscose provenance  par défaut (Asie - Pacifique), filature : Maroc, Tricotage Circulaire : Chine, ennoblissement : Chine, impression : non, confection : Chine (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
72 - Tshirt (220g) - C: PK - ATR: 33% - 22€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275,834,"T-shirt / Polo : 0,220kg, matière : 82% Lin provenance  par défaut (Europe), 14% Chanvre provenance  par défaut (Asie - Pacifique), 4% Viscose provenance  par défaut (Asie - Pacifique), filature : Myanmar, Tricotage moyen (par défaut) : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
73 - Tshirt (190g) - C: KH - ATR: 100% - 35€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575,1071,"T-shirt / Polo : 0,190kg, matière : 99% Coton provenance  par défaut (Asie - Pacifique), 1% Chanvre provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tissage : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
74 - Tshirt (250g) - C: --- - ATR: 33% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1860,1153,"T-shirt / Polo : 0,250kg, matière : 81% Coton provenance  par défaut (Asie - Pacifique), 18% Lin provenance  par défaut (Europe), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage moyen (par défaut) : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut) (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
75 - Tshirt (130g) - C: RLA - ATR: 0% - 31€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695,503,"T-shirt / Polo : 0,130kg, matière : 68% Polyester provenance  par défaut (Asie - Pacifique), 10% Lin provenance  par défaut (Europe), 22% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Ouest, Tissage : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine, distribution : France, utilisation : France, fin de vie : France"
76 - Tshirt (280g) - C: TN - ATR: 33% - 21€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147,1346,"T-shirt / Polo : 0,280kg, matière : 80% Coton provenance  par défaut (Asie - Pacifique), 8% Polyester provenance  par défaut (Asie - Pacifique), 12% Lin provenance  par défaut (Europe), filature : Bangladesh, Tricotage Intégral / Whole garment : Tunisie, ennoblissement : Tunisie, impression : non, confection : Tunisie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
77 - Tshirt (100g) - C: REO - ATR: 33% - 22€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638,444,"T-shirt / Polo : 0,100kg, matière : 61% Coton provenance  par défaut (Asie - Pacifique), 36% Chanvre provenance  par défaut (Asie - Pacifique), 3% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage Circulaire : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
78 - Tshirt (250g) - C: --- - ATR: 100% - 21€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516,1071,"T-shirt / Polo : 0,250kg, matière : 56% Polyester provenance  par défaut (Asie - Pacifique), 6% Chanvre provenance  par défaut (Asie - Pacifique), 38% Viscose provenance  par défaut (Asie - Pacifique), filature : Pakistan, Tricotage moyen (par défaut) : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut) (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
79 - Tshirt (100g) - C: REE - ATR: 0% - 18€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908,595,"T-shirt / Polo : 0,100kg, matière : 84% Coton provenance  par défaut (Asie - Pacifique), 14% Polyester provenance  par défaut (Asie - Pacifique), 2% Viscose provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tricotage Circulaire : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est, distribution : France, utilisation : France, fin de vie : France"
